trip_id,day_of_week,destination,time_of_day,weather,trip_duration,item,item_importance,item_relevance,times_carried_before,previous_forget_count,forgot
538,Monday,Friends_House,Afternoon,Cloudy,Short,Keys,0.93,0.592,6,0,0
538,Monday,Friends_House,Afternoon,Cloudy,Short,Umbrella,0.35,0.435,4,1,1
538,Monday,Friends_House,Afternoon,Cloudy,Short,Water_Bottle,0.45,0.389,5,1,1
538,Monday,Friends_House,Afternoon,Cloudy,Short,Charger,0.55,0.399,12,1,0
538,Monday,Friends_House,Afternoon,Cloudy,Short,Earphones,0.4,0.437,8,0,1
539,Thursday,Shopping,Morning,Sunny,Medium,Phone,0.98,0.831,9,0,0
539,Thursday,Shopping,Morning,Sunny,Medium,Wallet,0.95,0.857,11,0,0
539,Thursday,Shopping,Morning,Sunny,Medium,Earphones,0.4,0.32,9,0,1
539,Thursday,Shopping,Morning,Sunny,Medium,ID_Card,0.9,0.439,6,0,1
540,Monday,Gym,Night,Cloudy,Medium,Charger,0.55,0.185,14,1,0
540,Monday,Gym,Night,Cloudy,Medium,Earphones,0.4,0.907,16,0,1
540,Monday,Gym,Night,Cloudy,Medium,Water_Bottle,0.45,0.92,19,0,0
541,Friday,Office,Morning,Cloudy,Short,Wallet,0.95,0.708,13,0,0
541,Friday,Office,Morning,Cloudy,Short,Laptop,0.8,0.811,13,0,1
541,Friday,Office,Morning,Cloudy,Short,Charger,0.55,0.83,15,1,1
542,Monday,Travel,Afternoon,Hot,Medium,Water_Bottle,0.45,0.853,18,1,0
542,Monday,Travel,Afternoon,Hot,Medium,Laptop,0.8,0.52,7,1,1
542,Monday,Travel,Afternoon,Hot,Medium,Charger,0.55,0.891,6,1,0
542,Monday,Travel,Afternoon,Hot,Medium,Phone,0.98,0.954,16,0,0
542,Monday,Travel,Afternoon,Hot,Medium,Earphones,0.4,0.528,10,3,0
542,Monday,Travel,Afternoon,Hot,Medium,Wallet,0.95,0.971,9,0,0
543,Tuesday,Office,Evening,Rainy,Medium,Umbrella,0.35,0.844,11,2,0
543,Tuesday,Office,Evening,Rainy,Medium,ID_Card,0.9,0.852,22,0,0
543,Tuesday,Office,Evening,Rainy,Medium,Wallet,0.95,0.586,9,0,0
543,Tuesday,Office,Evening,Rainy,Medium,Laptop,0.8,0.902,16,0,1
543,Tuesday,Office,Evening,Rainy,Medium,Phone,0.98,0.986,18,0,0
544,Tuesday,Office,Morning,Cloudy,Medium,Earphones,0.4,0.46,10,0,0
544,Tuesday,Office,Morning,Cloudy,Medium,Laptop,0.8,0.838,12,0,0
544,Tuesday,Office,Morning,Cloudy,Medium,Notebook,0.5,0.617,13,1,0
544,Tuesday,Office,Morning,Cloudy,Medium,ID_Card,0.9,0.811,14,0,0
544,Tuesday,Office,Morning,Cloudy,Medium,Keys,0.93,0.571,8,0,0
544,Tuesday,Office,Morning,Cloudy,Medium,Charger,0.55,0.831,18,2,0
545,Saturday,Travel,Afternoon,Cloudy,Short,Wallet,0.95,0.903,13,0,0
545,Saturday,Travel,Afternoon,Cloudy,Short,Water_Bottle,0.45,0.651,10,2,1
545,Saturday,Travel,Afternoon,Cloudy,Short,ID_Card,0.9,0.99,13,0,0
545,Saturday,Travel,Afternoon,Cloudy,Short,Phone,0.98,0.99,14,0,0
545,Saturday,Travel,Afternoon,Cloudy,Short,Keys,0.93,0.313,7,0,0
545,Saturday,Travel,Afternoon,Cloudy,Short,Charger,0.55,0.954,16,0,0
546,Monday,Gym,Evening,Cold,Medium,Earphones,0.4,0.84,12,3,1
546,Monday,Gym,Evening,Cold,Medium,Keys,0.93,0.542,15,0,0
546,Monday,Gym,Evening,Cold,Medium,Water_Bottle,0.45,0.798,15,2,1
547,Thursday,Office,Morning,Hot,Short,Wallet,0.95,0.721,9,0,0
547,Thursday,Office,Morning,Hot,Short,Laptop,0.8,0.848,14,0,1
547,Thursday,Office,Morning,Hot,Short,Earphones,0.4,0.532,14,1,1
547,Thursday,Office,Morning,Hot,Short,ID_Card,0.9,0.949,18,0,1
547,Thursday,Office,Morning,Hot,Short,Umbrella,0.35,0.076,5,0,1
548,Friday,Family_Event,Afternoon,Cloudy,Medium,Wallet,0.95,0.572,12,0,0
548,Friday,Family_Event,Afternoon,Cloudy,Medium,Keys,0.93,0.564,8,0,0
549,Thursday,Family_Event,Morning,Cloudy,Short,Phone,0.98,0.728,6,0,0
549,Thursday,Family_Event,Morning,Cloudy,Short,Wallet,0.95,0.526,7,0,0
549,Thursday,Family_Event,Morning,Cloudy,Short,Charger,0.55,0.263,4,2,1
550,Friday,College,Evening,Sunny,Medium,Umbrella,0.35,0.096,3,5,1
550,Friday,College,Evening,Sunny,Medium,Phone,0.98,0.839,17,0,0
550,Friday,College,Evening,Sunny,Medium,ID_Card,0.9,0.867,10,0,0
550,Friday,College,Evening,Sunny,Medium,Notebook,0.5,0.977,17,2,0
550,Friday,College,Evening,Sunny,Medium,Keys,0.93,0.501,9,0,0
550,Friday,College,Evening,Sunny,Medium,Earphones,0.4,0.52,9,2,1
550,Friday,College,Evening,Sunny,Medium,Laptop,0.8,0.95,22,0,0
550,Friday,College,Evening,Sunny,Medium,Wallet,0.95,0.797,17,1,0
551,Saturday,College,Morning,Cold,Medium,Phone,0.98,0.894,11,1,0
551,Saturday,College,Morning,Cold,Medium,Umbrella,0.35,0.258,6,4,1
551,Saturday,College,Morning,Cold,Medium,Laptop,0.8,0.85,9,0,0
551,Saturday,College,Morning,Cold,Medium,Notebook,0.5,0.988,20,0,0
551,Saturday,College,Morning,Cold,Medium,Wallet,0.95,0.685,9,0,0
551,Saturday,College,Morning,Cold,Medium,ID_Card,0.9,0.926,9,0,0
551,Saturday,College,Morning,Cold,Medium,Earphones,0.4,0.569,13,1,1
552,Wednesday,Office,Night,Cloudy,Medium,Earphones,0.4,0.454,7,2,1
552,Wednesday,Office,Night,Cloudy,Medium,Notebook,0.5,0.526,8,1,0
552,Wednesday,Office,Night,Cloudy,Medium,Water_Bottle,0.45,0.558,6,0,0
552,Wednesday,Office,Night,Cloudy,Medium,Wallet,0.95,0.67,11,0,0
552,Wednesday,Office,Night,Cloudy,Medium,Umbrella,0.35,0.342,1,1,1
552,Wednesday,Office,Night,Cloudy,Medium,Charger,0.55,0.748,12,0,1
552,Wednesday,Office,Night,Cloudy,Medium,Laptop,0.8,0.96,16,1,1
553,Saturday,Friends_House,Evening,Sunny,Short,Phone,0.98,0.754,12,0,0
553,Saturday,Friends_House,Evening,Sunny,Short,Keys,0.93,0.533,10,1,1
554,Wednesday,Family_Event,Morning,Cold,Short,Water_Bottle,0.45,0.247,6,1,1
554,Wednesday,Family_Event,Morning,Cold,Short,Wallet,0.95,0.65,16,0,0
554,Wednesday,Family_Event,Morning,Cold,Short,Laptop,0.8,0.103,4,1,0
554,Wednesday,Family_Event,Morning,Cold,Short,Umbrella,0.35,0.301,10,2,1
555,Sunday,College,Morning,Hot,Medium,Phone,0.98,0.865,13,0,0
555,Sunday,College,Morning,Hot,Medium,Notebook,0.5,0.854,11,2,0
555,Sunday,College,Morning,Hot,Medium,Laptop,0.8,0.891,17,1,1
555,Sunday,College,Morning,Hot,Medium,Water_Bottle,0.45,0.893,14,0,0
555,Sunday,College,Morning,Hot,Medium,Wallet,0.95,0.785,15,0,0
556,Thursday,Friends_House,Afternoon,Sunny,Medium,Earphones,0.4,0.367,6,0,0
556,Thursday,Friends_House,Afternoon,Sunny,Medium,Laptop,0.8,0.174,3,2,1
556,Thursday,Friends_House,Afternoon,Sunny,Medium,Phone,0.98,0.867,8,0,1
556,Thursday,Friends_House,Afternoon,Sunny,Medium,Charger,0.55,0.412,7,2,0
557,Saturday,College,Evening,Sunny,Long,Charger,0.55,0.828,17,1,1
557,Saturday,College,Evening,Sunny,Long,Earphones,0.4,0.593,13,1,0
557,Saturday,College,Evening,Sunny,Long,Keys,0.93,0.703,17,0,0
557,Saturday,College,Evening,Sunny,Long,ID_Card,0.9,0.831,12,1,0
557,Saturday,College,Evening,Sunny,Long,Wallet,0.95,0.813,12,0,0
557,Saturday,College,Evening,Sunny,Long,Laptop,0.8,0.88,17,1,0
558,Sunday,Gym,Afternoon,Sunny,Short,Charger,0.55,0.145,6,0,0
558,Sunday,Gym,Afternoon,Sunny,Short,Earphones,0.4,0.837,13,0,1
558,Sunday,Gym,Afternoon,Sunny,Short,Keys,0.93,0.514,12,0,0
559,Saturday,Other,Morning,Rainy,Long,Phone,0.98,0.843,13,0,1
559,Saturday,Other,Morning,Rainy,Long,Umbrella,0.35,0.816,21,0,0
559,Saturday,Other,Morning,Rainy,Long,Charger,0.55,0.371,5,1,1
559,Saturday,Other,Morning,Rainy,Long,ID_Card,0.9,0.491,13,0,1
559,Saturday,Other,Morning,Rainy,Long,Laptop,0.8,0.283,5,1,1
560,Saturday,College,Morning,Sunny,Short,Laptop,0.8,0.99,11,3,1
560,Saturday,College,Morning,Sunny,Short,Phone,0.98,0.825,15,0,0
560,Saturday,College,Morning,Sunny,Short,Wallet,0.95,0.853,11,0,0
560,Saturday,College,Morning,Sunny,Short,Notebook,0.5,0.99,15,0,0
560,Saturday,College,Morning,Sunny,Short,Water_Bottle,0.45,0.607,12,1,0
560,Saturday,College,Morning,Sunny,Short,ID_Card,0.9,0.92,16,0,1
560,Saturday,College,Morning,Sunny,Short,Earphones,0.4,0.558,6,2,1
561,Thursday,College,Night,Cold,Short,Wallet,0.95,0.737,16,0,0
561,Thursday,College,Night,Cold,Short,Water_Bottle,0.45,0.507,7,3,1
561,Thursday,College,Night,Cold,Short,ID_Card,0.9,0.889,17,0,1
561,Thursday,College,Night,Cold,Short,Laptop,0.8,0.911,9,0,0
562,Monday,Gym,Afternoon,Cold,Short,Keys,0.93,0.519,9,0,0
562,Monday,Gym,Afternoon,Cold,Short,Phone,0.98,0.699,14,0,0
562,Monday,Gym,Afternoon,Cold,Short,Wallet,0.95,0.234,4,1,0
562,Monday,Gym,Afternoon,Cold,Short,Water_Bottle,0.45,0.836,13,0,1
563,Thursday,Travel,Evening,Rainy,Medium,Wallet,0.95,0.942,14,0,0
563,Thursday,Travel,Evening,Rainy,Medium,Charger,0.55,0.942,13,0,0
563,Thursday,Travel,Evening,Rainy,Medium,Laptop,0.8,0.617,8,2,0
563,Thursday,Travel,Evening,Rainy,Medium,Earphones,0.4,0.679,9,0,1
563,Thursday,Travel,Evening,Rainy,Medium,ID_Card,0.9,0.952,20,0,0
563,Thursday,Travel,Evening,Rainy,Medium,Phone,0.98,0.99,15,0,0
564,Tuesday,Other,Afternoon,Rainy,Short,Wallet,0.95,0.598,7,0,0
565,Sunday,Other,Night,Sunny,Short,Wallet,0.95,0.572,12,0,0
565,Sunday,Other,Night,Sunny,Short,Earphones,0.4,0.303,14,1,1
565,Sunday,Other,Night,Sunny,Short,Phone,0.98,0.796,13,0,0
565,Sunday,Other,Night,Sunny,Short,Water_Bottle,0.45,0.346,9,0,0
566,Tuesday,College,Morning,Sunny,Medium,Water_Bottle,0.45,0.599,10,2,1
566,Tuesday,College,Morning,Sunny,Medium,Laptop,0.8,0.853,13,0,1
566,Tuesday,College,Morning,Sunny,Medium,Notebook,0.5,0.84,15,0,1
566,Tuesday,College,Morning,Sunny,Medium,Phone,0.98,0.834,16,0,0
566,Tuesday,College,Morning,Sunny,Medium,Keys,0.93,0.625,7,0,0
566,Tuesday,College,Morning,Sunny,Medium,Charger,0.55,0.912,9,1,0
567,Tuesday,College,Morning,Hot,Medium,Laptop,0.8,0.969,19,2,0
567,Tuesday,College,Morning,Hot,Medium,Notebook,0.5,0.915,13,0,1
567,Tuesday,College,Morning,Hot,Medium,Keys,0.93,0.565,14,0,1
567,Tuesday,College,Morning,Hot,Medium,Phone,0.98,0.99,14,0,0
568,Tuesday,Friends_House,Night,Sunny,Short,Umbrella,0.35,0.257,7,0,1
568,Tuesday,Friends_House,Night,Sunny,Short,Phone,0.98,0.833,11,0,0
568,Tuesday,Friends_House,Night,Sunny,Short,Water_Bottle,0.45,0.227,5,2,1
569,Friday,Office,Night,Sunny,Short,ID_Card,0.9,0.772,16,1,0
569,Friday,Office,Night,Sunny,Short,Phone,0.98,0.912,13,0,0
569,Friday,Office,Night,Sunny,Short,Wallet,0.95,0.679,10,0,0
569,Friday,Office,Night,Sunny,Short,Keys,0.93,0.596,12,0,1
570,Thursday,Family_Event,Morning,Cloudy,Medium,Keys,0.93,0.595,10,0,0
570,Thursday,Family_Event,Morning,Cloudy,Medium,Phone,0.98,0.835,8,0,0
571,Sunday,Travel,Afternoon,Sunny,Short,Laptop,0.8,0.599,13,0,0
571,Sunday,Travel,Afternoon,Sunny,Short,Keys,0.93,0.425,11,0,0
571,Sunday,Travel,Afternoon,Sunny,Short,ID_Card,0.9,0.99,11,1,0
571,Sunday,Travel,Afternoon,Sunny,Short,Earphones,0.4,0.505,8,0,1
571,Sunday,Travel,Afternoon,Sunny,Short,Phone,0.98,0.988,16,0,0
571,Sunday,Travel,Afternoon,Sunny,Short,Wallet,0.95,0.919,13,0,0
571,Sunday,Travel,Afternoon,Sunny,Short,Charger,0.55,0.99,16,1,0
572,Wednesday,College,Afternoon,Cloudy,Short,Water_Bottle,0.45,0.649,11,1,0
572,Wednesday,College,Afternoon,Cloudy,Short,Wallet,0.95,0.762,9,0,0
572,Wednesday,College,Afternoon,Cloudy,Short,Notebook,0.5,0.816,10,0,0
572,Wednesday,College,Afternoon,Cloudy,Short,Keys,0.93,0.63,8,0,0
572,Wednesday,College,Afternoon,Cloudy,Short,Earphones,0.4,0.631,7,0,0
573,Tuesday,Family_Event,Afternoon,Hot,Medium,Water_Bottle,0.45,0.611,10,3,1
573,Tuesday,Family_Event,Afternoon,Hot,Medium,Charger,0.55,0.446,13,1,0
573,Tuesday,Family_Event,Afternoon,Hot,Medium,Earphones,0.4,0.152,4,0,1
573,Tuesday,Family_Event,Afternoon,Hot,Medium,Phone,0.98,0.74,9,0,0
574,Monday,College,Morning,Hot,Short,Charger,0.55,0.811,11,0,1
574,Monday,College,Morning,Hot,Short,Laptop,0.8,0.803,17,0,0
574,Monday,College,Morning,Hot,Short,ID_Card,0.9,0.894,14,0,0
574,Monday,College,Morning,Hot,Short,Phone,0.98,0.897,8,0,0
574,Monday,College,Morning,Hot,Short,Earphones,0.4,0.678,11,3,1
575,Monday,Gym,Evening,Rainy,Medium,Umbrella,0.35,0.676,20,0,0
575,Monday,Gym,Evening,Rainy,Medium,Wallet,0.95,0.314,3,1,1
575,Monday,Gym,Evening,Rainy,Medium,Earphones,0.4,0.912,18,0,0
575,Monday,Gym,Evening,Rainy,Medium,Keys,0.93,0.512,10,0,0
576,Wednesday,Shopping,Morning,Hot,Short,Wallet,0.95,0.945,18,1,0
576,Wednesday,Shopping,Morning,Hot,Short,Charger,0.55,0.086,2,1,1
576,Wednesday,Shopping,Morning,Hot,Short,Phone,0.98,0.872,10,0,0
576,Wednesday,Shopping,Morning,Hot,Short,Keys,0.93,0.589,4,0,0
577,Sunday,Shopping,Evening,Cloudy,Short,Keys,0.93,0.626,8,0,1
577,Sunday,Shopping,Evening,Cloudy,Short,Wallet,0.95,0.982,13,0,0
577,Sunday,Shopping,Evening,Cloudy,Short,Earphones,0.4,0.317,2,0,1
578,Thursday,Friends_House,Morning,Hot,Short,Phone,0.98,0.854,10,0,0
578,Thursday,Friends_House,Morning,Hot,Short,Charger,0.55,0.242,11,1,1
578,Thursday,Friends_House,Morning,Hot,Short,Wallet,0.95,0.539,9,1,0
579,Sunday,Travel,Morning,Rainy,Short,ID_Card,0.9,0.982,10,0,1
579,Sunday,Travel,Morning,Rainy,Short,Laptop,0.8,0.501,5,2,0
579,Sunday,Travel,Morning,Rainy,Short,Charger,0.55,0.914,17,0,0
580,Monday,Other,Evening,Sunny,Short,Notebook,0.5,0.185,5,3,0
580,Monday,Other,Evening,Sunny,Short,Keys,0.93,0.597,6,0,1
581,Monday,Other,Morning,Cold,Short,Keys,0.93,0.47,11,0,0
581,Monday,Other,Morning,Cold,Short,Phone,0.98,0.821,7,0,0
582,Saturday,Shopping,Evening,Sunny,Long,Keys,0.93,0.648,16,0,1
582,Saturday,Shopping,Evening,Sunny,Long,Water_Bottle,0.45,0.311,5,0,1
582,Saturday,Shopping,Evening,Sunny,Long,Wallet,0.95,0.951,7,0,0
583,Monday,College,Morning,Sunny,Long,Charger,0.55,0.872,22,1,0
583,Monday,College,Morning,Sunny,Long,Laptop,0.8,0.903,16,0,0
583,Monday,College,Morning,Sunny,Long,ID_Card,0.9,0.932,15,1,0
583,Monday,College,Morning,Sunny,Long,Wallet,0.95,0.698,8,0,0
583,Monday,College,Morning,Sunny,Long,Phone,0.98,0.904,12,0,0
583,Monday,College,Morning,Sunny,Long,Notebook,0.5,0.867,21,2,1
584,Monday,Friends_House,Night,Sunny,Short,Umbrella,0.35,0.173,6,2,0
584,Monday,Friends_House,Night,Sunny,Short,Phone,0.98,0.772,9,0,0
584,Monday,Friends_House,Night,Sunny,Short,Charger,0.55,0.391,8,1,1
585,Wednesday,Other,Evening,Cloudy,Medium,Umbrella,0.35,0.446,10,2,1
585,Wednesday,Other,Evening,Cloudy,Medium,ID_Card,0.9,0.384,8,1,1
585,Wednesday,Other,Evening,Cloudy,Medium,Keys,0.93,0.58,12,0,0
586,Sunday,Office,Evening,Cloudy,Medium,Phone,0.98,0.965,9,0,0
586,Sunday,Office,Evening,Cloudy,Medium,Water_Bottle,0.45,0.512,12,1,0
586,Sunday,Office,Evening,Cloudy,Medium,Earphones,0.4,0.271,7,0,0
586,Sunday,Office,Evening,Cloudy,Medium,Umbrella,0.35,0.433,8,3,1
586,Sunday,Office,Evening,Cloudy,Medium,Keys,0.93,0.617,12,0,0
586,Sunday,Office,Evening,Cloudy,Medium,ID_Card,0.9,0.866,16,0,0
586,Sunday,Office,Evening,Cloudy,Medium,Wallet,0.95,0.742,15,0,0
586,Sunday,Office,Evening,Cloudy,Medium,Charger,0.55,0.778,16,2,0
587,Friday,Gym,Morning,Rainy,Long,Umbrella,0.35,0.661,10,3,1
587,Friday,Gym,Morning,Rainy,Long,Water_Bottle,0.45,0.889,18,1,0
587,Friday,Gym,Morning,Rainy,Long,Keys,0.93,0.488,9,0,0
587,Friday,Gym,Morning,Rainy,Long,Earphones,0.4,0.862,17,0,0
587,Friday,Gym,Morning,Rainy,Long,ID_Card,0.9,0.165,8,1,1
587,Friday,Gym,Morning,Rainy,Long,Phone,0.98,0.777,12,0,0
588,Monday,Gym,Morning,Cold,Short,Earphones,0.4,0.857,17,4,0
588,Monday,Gym,Morning,Cold,Short,Water_Bottle,0.45,0.764,13,2,1
588,Monday,Gym,Morning,Cold,Short,Charger,0.55,0.148,6,2,1
589,Saturday,College,Afternoon,Sunny,Short,ID_Card,0.9,0.936,10,0,0
589,Saturday,College,Afternoon,Sunny,Short,Charger,0.55,0.783,18,3,0
589,Saturday,College,Afternoon,Sunny,Short,Phone,0.98,0.898,15,0,0
589,Saturday,College,Afternoon,Sunny,Short,Notebook,0.5,0.895,14,0,0
589,Saturday,College,Afternoon,Sunny,Short,Laptop,0.8,0.946,14,0,1
590,Saturday,Travel,Afternoon,Rainy,Short,Wallet,0.95,0.849,15,0,0
590,Saturday,Travel,Afternoon,Rainy,Short,Charger,0.55,0.89,20,1,1
590,Saturday,Travel,Afternoon,Rainy,Short,Umbrella,0.35,0.966,12,0,0
590,Saturday,Travel,Afternoon,Rainy,Short,Phone,0.98,0.945,13,0,0
590,Saturday,Travel,Afternoon,Rainy,Short,ID_Card,0.9,0.989,23,0,0
591,Saturday,Office,Morning,Cloudy,Short,Wallet,0.95,0.778,9,0,0
591,Saturday,Office,Morning,Cloudy,Short,Notebook,0.5,0.632,9,0,1
591,Saturday,Office,Morning,Cloudy,Short,Keys,0.93,0.641,10,0,0
591,Saturday,Office,Morning,Cloudy,Short,Laptop,0.8,0.772,13,1,0
591,Saturday,Office,Morning,Cloudy,Short,Phone,0.98,0.804,13,0,0
592,Sunday,Friends_House,Morning,Hot,Short,Keys,0.93,0.616,10,0,1
592,Sunday,Friends_House,Morning,Hot,Short,Phone,0.98,0.807,12,0,1
592,Sunday,Friends_House,Morning,Hot,Short,Water_Bottle,0.45,0.564,9,0,0
592,Sunday,Friends_House,Morning,Hot,Short,Wallet,0.95,0.491,11,0,0
593,Tuesday,Family_Event,Afternoon,Sunny,Long,Phone,0.98,0.842,12,0,0
593,Tuesday,Family_Event,Afternoon,Sunny,Long,Wallet,0.95,0.672,13,0,1
593,Tuesday,Family_Event,Afternoon,Sunny,Long,Laptop,0.8,0.186,4,3,0
594,Sunday,Family_Event,Morning,Sunny,Long,Keys,0.93,0.577,10,0,0
595,Wednesday,Gym,Afternoon,Rainy,Short,Water_Bottle,0.45,0.828,10,0,0
596,Saturday,Office,Morning,Rainy,Medium,Umbrella,0.35,0.806,17,1,1
596,Saturday,Office,Morning,Rainy,Medium,Laptop,0.8,0.874,15,0,0
596,Saturday,Office,Morning,Rainy,Medium,ID_Card,0.9,0.837,10,1,1
596,Saturday,Office,Morning,Rainy,Medium,Wallet,0.95,0.693,19,0,0
596,Saturday,Office,Morning,Rainy,Medium,Charger,0.55,0.769,7,0,1
597,Friday,Friends_House,Morning,Hot,Short,Phone,0.98,0.867,18,0,0
597,Friday,Friends_House,Morning,Hot,Short,Water_Bottle,0.45,0.615,14,0,1
598,Saturday,Family_Event,Afternoon,Rainy,Medium,Wallet,0.95,0.585,8,0,0
598,Saturday,Family_Event,Afternoon,Rainy,Medium,ID_Card,0.9,0.25,4,0,1
599,Friday,Shopping,Afternoon,Hot,Medium,Phone,0.98,0.853,21,0,0
599,Friday,Shopping,Afternoon,Hot,Medium,Wallet,0.95,0.97,16,0,0
599,Friday,Shopping,Afternoon,Hot,Medium,Keys,0.93,0.641,18,0,1
599,Friday,Shopping,Afternoon,Hot,Medium,ID_Card,0.9,0.441,9,2,1
600,Friday,Family_Event,Morning,Cloudy,Short,Wallet,0.95,0.537,8,0,0
600,Friday,Family_Event,Morning,Cloudy,Short,Phone,0.98,0.909,22,0,0
601,Friday,College,Afternoon,Sunny,Long,Earphones,0.4,0.489,9,0,1
601,Friday,College,Afternoon,Sunny,Long,Laptop,0.8,0.861,12,0,0
601,Friday,College,Afternoon,Sunny,Long,Wallet,0.95,0.812,13,0,0
602,Saturday,Family_Event,Evening,Sunny,Long,Phone,0.98,0.751,19,0,1
602,Saturday,Family_Event,Evening,Sunny,Long,Keys,0.93,0.587,14,0,0
603,Saturday,College,Afternoon,Sunny,Medium,Wallet,0.95,0.75,17,0,0
603,Saturday,College,Afternoon,Sunny,Medium,Phone,0.98,0.832,17,0,0
603,Saturday,College,Afternoon,Sunny,Medium,Notebook,0.5,0.857,8,1,0
603,Saturday,College,Afternoon,Sunny,Medium,Water_Bottle,0.45,0.578,10,1,1
603,Saturday,College,Afternoon,Sunny,Medium,ID_Card,0.9,0.907,22,0,0
603,Saturday,College,Afternoon,Sunny,Medium,Keys,0.93,0.619,10,0,0
603,Saturday,College,Afternoon,Sunny,Medium,Laptop,0.8,0.833,16,1,0
604,Monday,College,Afternoon,Cloudy,Medium,Laptop,0.8,0.911,11,2,0
604,Monday,College,Afternoon,Cloudy,Medium,Wallet,0.95,0.809,17,0,0
604,Monday,College,Afternoon,Cloudy,Medium,Water_Bottle,0.45,0.516,10,3,0
604,Monday,College,Afternoon,Cloudy,Medium,Notebook,0.5,0.891,14,1,0
604,Monday,College,Afternoon,Cloudy,Medium,Phone,0.98,0.931,14,0,1
604,Monday,College,Afternoon,Cloudy,Medium,ID_Card,0.9,0.877,17,0,1
604,Monday,College,Afternoon,Cloudy,Medium,Keys,0.93,0.567,6,0,0
605,Saturday,Shopping,Night,Cloudy,Medium,Water_Bottle,0.45,0.306,9,3,1
605,Saturday,Shopping,Night,Cloudy,Medium,Phone,0.98,0.845,15,0,0
606,Thursday,College,Afternoon,Cloudy,Short,Keys,0.93,0.62,9,0,0
606,Thursday,College,Afternoon,Cloudy,Short,Phone,0.98,0.976,16,0,0
606,Thursday,College,Afternoon,Cloudy,Short,ID_Card,0.9,0.878,13,1,0
606,Thursday,College,Afternoon,Cloudy,Short,Earphones,0.4,0.519,13,2,0
606,Thursday,College,Afternoon,Cloudy,Short,Laptop,0.8,0.944,13,0,0
607,Wednesday,College,Night,Rainy,Short,Keys,0.93,0.623,5,0,0
607,Wednesday,College,Night,Rainy,Short,Notebook,0.5,0.837,17,2,0
607,Wednesday,College,Night,Rainy,Short,Charger,0.55,0.909,14,0,0
607,Wednesday,College,Night,Rainy,Short,Umbrella,0.35,0.8,12,3,1
607,Wednesday,College,Night,Rainy,Short,Laptop,0.8,0.955,15,1,0
608,Thursday,College,Evening,Cloudy,Medium,Phone,0.98,0.958,16,0,0
608,Thursday,College,Evening,Cloudy,Medium,Wallet,0.95,0.729,6,0,0
608,Thursday,College,Evening,Cloudy,Medium,Earphones,0.4,0.611,8,1,1
608,Thursday,College,Evening,Cloudy,Medium,ID_Card,0.9,0.868,11,2,0
608,Thursday,College,Evening,Cloudy,Medium,Water_Bottle,0.45,0.653,13,3,1
609,Sunday,Gym,Morning,Rainy,Short,Umbrella,0.35,0.661,6,3,1
609,Sunday,Gym,Morning,Rainy,Short,Water_Bottle,0.45,0.897,14,4,0
609,Sunday,Gym,Morning,Rainy,Short,Phone,0.98,0.693,13,0,0
609,Sunday,Gym,Morning,Rainy,Short,Earphones,0.4,0.869,17,2,0
610,Sunday,Friends_House,Afternoon,Rainy,Long,Wallet,0.95,0.465,6,0,0
610,Sunday,Friends_House,Afternoon,Rainy,Long,Umbrella,0.35,0.823,14,3,0
610,Sunday,Friends_House,Afternoon,Rainy,Long,Earphones,0.4,0.395,4,0,1
611,Saturday,College,Evening,Cloudy,Medium,Water_Bottle,0.45,0.699,9,2,1
611,Saturday,College,Evening,Cloudy,Medium,Umbrella,0.35,0.425,13,0,0
611,Saturday,College,Evening,Cloudy,Medium,ID_Card,0.9,0.99,20,0,0
611,Saturday,College,Evening,Cloudy,Medium,Charger,0.55,0.896,16,1,0
611,Saturday,College,Evening,Cloudy,Medium,Notebook,0.5,0.99,19,1,0
612,Thursday,Travel,Night,Cloudy,Medium,Charger,0.55,0.771,11,1,0
612,Thursday,Travel,Night,Cloudy,Medium,Earphones,0.4,0.543,12,2,1
612,Thursday,Travel,Night,Cloudy,Medium,Keys,0.93,0.422,9,0,0
612,Thursday,Travel,Night,Cloudy,Medium,Umbrella,0.35,0.489,12,2,1
612,Thursday,Travel,Night,Cloudy,Medium,ID_Card,0.9,0.952,17,0,0
612,Thursday,Travel,Night,Cloudy,Medium,Phone,0.98,0.99,13,0,0
612,Thursday,Travel,Night,Cloudy,Medium,Wallet,0.95,0.934,5,0,1
612,Thursday,Travel,Night,Cloudy,Medium,Laptop,0.8,0.518,11,1,0
613,Saturday,Family_Event,Afternoon,Rainy,Short,Wallet,0.95,0.635,12,0,0
613,Saturday,Family_Event,Afternoon,Rainy,Short,Water_Bottle,0.45,0.282,6,3,1
613,Saturday,Family_Event,Afternoon,Rainy,Short,Keys,0.93,0.532,14,0,1
613,Saturday,Family_Event,Afternoon,Rainy,Short,Umbrella,0.35,0.774,13,2,1
614,Wednesday,College,Morning,Rainy,Long,Phone,0.98,0.905,10,0,0
614,Wednesday,College,Morning,Rainy,Long,Charger,0.55,0.896,13,1,0
614,Wednesday,College,Morning,Rainy,Long,ID_Card,0.9,0.885,13,0,0
614,Wednesday,College,Morning,Rainy,Long,Wallet,0.95,0.713,16,0,0
614,Wednesday,College,Morning,Rainy,Long,Laptop,0.8,0.844,10,2,0
614,Wednesday,College,Morning,Rainy,Long,Notebook,0.5,0.885,16,3,1
615,Friday,College,Afternoon,Cloudy,Short,Water_Bottle,0.45,0.626,15,2,1
